"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"07/12/2018","07/09/2018","Actual","ALB",91,62,70,58
"07/12/2018","07/09/2018","Actual","ART",85,54,67,53
"07/12/2018","07/09/2018","Actual","BGM",81,60,65,55
"07/12/2018","07/09/2018","Actual","BUF",82,62,69,58
"07/12/2018","07/09/2018","Actual","ELM",89,51,68,50
"07/12/2018","07/09/2018","Actual","ELZ",82,57,67,55
"07/12/2018","07/09/2018","Actual","FOK",78,50,65,48
"07/12/2018","07/09/2018","Actual","FRG",82,63,68,60
"07/12/2018","07/09/2018","Actual","GFL",89,54,71,54
"07/12/2018","07/09/2018","Actual","HPN",85,60,67,55
"07/12/2018","07/09/2018","Actual","IAG",88,65,71,59
"07/12/2018","07/09/2018","Actual","ISP",81,59,68,58
"07/12/2018","07/09/2018","Actual","ITH",87,54,67,53
"07/12/2018","07/09/2018","Actual","JFK",81,65,70,59
"07/12/2018","07/09/2018","Actual","LGA",89,70,68,59
"07/12/2018","07/09/2018","Actual","MSS",88,60,68,57
"07/12/2018","07/09/2018","Actual","MSV",85,53,66,51
"07/12/2018","07/09/2018","Actual","NYC",87,68,68,57
"07/12/2018","07/09/2018","Actual","PLB",93,58,67,55
"07/12/2018","07/09/2018","Actual","POU",88,56,68,54
"07/12/2018","07/09/2018","Actual","ROC",90,61,69,58
"07/12/2018","07/09/2018","Actual","SLK",84,45,62,44
"07/12/2018","07/09/2018","Actual","SWF",88,61,69,57
"07/12/2018","07/09/2018","Actual","SYR",88,58,68,58
"07/12/2018","07/09/2018","Actual","UCA",87,56,69,55
"07/12/2018","07/10/2018","Actual","ALB",91,63,72,59
"07/12/2018","07/10/2018","Actual","ART",84,66,73,62
"07/12/2018","07/10/2018","Actual","BGM",84,63,70,56
"07/12/2018","07/10/2018","Actual","BUF",83,68,70,62
"07/12/2018","07/10/2018","Actual","ELM",89,56,74,55
"07/12/2018","07/10/2018","Actual","ELZ",83,65,73,60
"07/12/2018","07/10/2018","Actual","FOK",85,59,70,57
"07/12/2018","07/10/2018","Actual","FRG",88,66,71,62
"07/12/2018","07/10/2018","Actual","GFL",88,55,73,55
"07/12/2018","07/10/2018","Actual","HPN",91,66,70,62
"07/12/2018","07/10/2018","Actual","IAG",89,70,67,63
"07/12/2018","07/10/2018","Actual","ISP",88,62,72,60
"07/12/2018","07/10/2018","Actual","ITH",85,56,73,55
"07/12/2018","07/10/2018","Actual","JFK",89,68,72,64
"07/12/2018","07/10/2018","Actual","LGA",95,74,72,64
"07/12/2018","07/10/2018","Actual","MSS",84,66,72,58
"07/12/2018","07/10/2018","Actual","MSV",87,57,70,56
"07/12/2018","07/10/2018","Actual","NYC",92,72,70,63
